Name,Nationality,Birthdate
Brooke Butler,Czech Republic,1973-05-05
John Reynolds,Guyana,1963-08-30
Matthew Johnson,Romania,1963-11-08
Kelsey Sherman,Lesotho,2006-09-14
Jason Newton,Angola,1962-12-10
Tracy Diaz,Kiribati,1977-05-06
Matthew Carpenter,Heard Island and McDonald Islands,1978-12-18
Mr. Carl Crawford DDS,Venezuela,1986-10-08
Melissa Byrd,Guernsey,1962-08-29
Mrs. Julie Durham,Nigeria,1991-04-11
Kelly Aguirre,Brazil,1975-04-07
Shannon Garcia,Botswana,1970-10-28
Anna Scott,Saint Kitts and Nevis,1967-12-14
Michael Mason,Haiti,2001-01-04
Jessica Jones,Peru,2003-07-30
Thomas Harrison,Tajikistan,2000-11-25
Kenneth Weeks,Pitcairn Islands,1975-09-25
Emily Raymond,Palau,1956-11-04
Patrick Smith,Equatorial Guinea,1954-05-28
William Davis,Lithuania,1975-05-21
Julia Hughes,Costa Rica,1988-06-21
Brian Martinez,Croatia,1982-03-21
Mary Boyd,Switzerland,1988-06-16
Allen Sanchez,Ghana,1978-12-04
Troy Henderson,American Samoa,1955-08-20
Mary Christian,Venezuela,1993-01-03
Scott Harrington,Saint Kitts and Nevis,1957-01-16
Jessica Wilkins,Canada,1999-02-26
Jason Ramirez,Faroe Islands,1994-05-30
Tyler Zimmerman,Tajikistan,1957-09-14
Shawn Kennedy,Turkey,1969-06-19
Jeffrey Hill,Sao Tome and Principe,1982-01-01
Tristan Brown,Jamaica,2001-06-02
Beth Jones,Belgium,1976-05-31
Jennifer Walker,Sri Lanka,2004-04-27
Hannah Burton,Guadeloupe,1986-07-08
Thomas Henderson,Ghana,1961-10-16
Kathleen Coleman,Greece,1963-12-28
Annette Hamilton,Tonga,1968-05-03
Alexandra Johnson,Gibraltar,1988-03-23
Brendan Keith,Lebanon,2005-12-20
Ashley Walker,Peru,1969-05-30
Stephen Allen,Bosnia and Herzegovina,1994-02-15
Jon George,Poland,1956-06-03
Mr. Russell Curry,Korea,1993-08-20
Justin Miranda,Denmark,2006-02-26
Michael Morris,Togo,2005-04-03
Katherine Monroe,Dominican Republic,1966-08-18
Jacqueline Pena,Palau,1999-05-29
Jeffrey Morrison,Antigua and Barbuda,1958-12-24
Raymond Moore,Zambia,1973-03-28
Max Wilkinson,Liberia,1996-04-01
David Smith,Mongolia,1965-05-13
Thomas Wilson,Greece,1986-12-10
Melissa Adams,Andorra,1993-02-09
Justin Murphy,Solomon Islands,1988-11-03
Kyle Webb,Montserrat,1962-02-15
Derek Blair,Iceland,1975-02-11
Travis Figueroa,New Caledonia,1986-02-08
Donna Simmons,North Macedonia,1959-01-14
Shannon Johnson,Portugal,1992-03-23
Makayla Conrad,Hong Kong,1963-06-02
Matthew Stafford Jr.,Martinique,2006-11-04
Amy Shaw,Cook Islands,1958-09-23
Tyler Underwood,Kuwait,2003-08-24
Charles Spencer,Slovakia (Slovak Republic),1997-10-14
David Miller,Greenland,1974-09-08
Mr. Roger Erickson II,Thailand,1972-03-29
Jessica Coleman,Portugal,1978-06-01
Vincent Davis,Fiji,1995-12-10
Michael Lopez II,Pakistan,1980-01-30
Shari White,Slovenia,1959-05-17
Miranda Smith,El Salvador,1963-10-27
David Olson,Bouvet Island (Bouvetoya),1973-08-07
Ana Fletcher,France,1961-08-12
Scott Murphy,Montenegro,1961-03-19
Rebecca Perez,Trinidad and Tobago,2001-11-29
April Miranda,Haiti,1973-01-11
Melinda Vasquez,New Caledonia,1996-06-12
Courtney Phillips,Slovenia,1963-08-30
Kevin Chavez,Cyprus,1981-08-07
Jennifer Becker,United Kingdom,1957-10-17
Angela Flores,Bosnia and Herzegovina,1988-12-21
Cynthia Clark,Botswana,1955-07-26
Jake Hubbard,Aruba,1963-06-14
William Ramirez,Malta,1998-02-13
Michelle Mcdowell,Chile,1965-03-14
Beth Perez,Chile,2002-01-17
Rachel Mills,Gibraltar,2000-12-28
Karen Pugh,Saudi Arabia,1994-07-05
Christine Guerra,Bosnia and Herzegovina,1967-03-08
Joseph Gomez,Turkey,1977-04-22
Karen Jackson,Czech Republic,2004-05-08
Robert Yang,Colombia,1961-06-16
Kelli Williamson,Sudan,1985-08-07
Jaime Weber,Belarus,2003-01-21
Elizabeth Klein,Mayotte,1983-08-23
Danielle Smith,Kenya,1987-10-27
Mrs. Natalie Hall,British Virgin Islands,1959-01-30
Jill Lambert,Morocco,1968-02-20
Ryan Edwards,Antarctica (the territory South of 60 deg S),1977-04-23
William Smith DVM,Uruguay,1972-11-17
Katie Anderson,Costa Rica,2002-08-15
Ashley Martinez,Malawi,1955-06-19
Cassidy Pearson,Djibouti,1981-06-08
Robert Taylor,United States Minor Outlying Islands,1982-05-12
Kevin Tran Jr.,Guam,1981-04-29
Colleen Jones,Holy See (Vatican City State),1976-08-05
Frank Horn,Yemen,1966-06-16
Jill Smith,Isle of Man,1976-01-23
Amy Wu,Qatar,1975-04-17
Crystal Garcia,Solomon Islands,2006-04-25
Melissa Duarte,Nauru,1971-08-17
Allison Sanchez,Costa Rica,1992-07-04
Dawn Brown,Libyan Arab Jamahiriya,1980-02-18
John Schroeder,Cuba,1979-10-01
Christine Perry,Sudan,1982-07-19
Anthony Smith,Uruguay,1973-09-04
John Drake,India,1963-09-07
William Evans,French Southern Territories,1976-11-18
John Hernandez,Turkmenistan,1995-11-05
Randall Landry,Syrian Arab Republic,1961-02-17
Allison Moran,Cyprus,1974-05-23
Jessica Reid,Bulgaria,1955-04-18
Christopher Merritt,Saint Lucia,1955-10-28
Joshua Stanley,Netherlands,1955-03-19
Michael Miles,Algeria,2002-10-15
Laura Molina,Somalia,2005-04-09
Scott Pineda,San Marino,1967-12-14
Gabriel Padilla,Samoa,1990-12-13
Angela Daniel,Estonia,1969-08-12
Wayne Green,Vanuatu,2004-10-08
Bradley English,Heard Island and McDonald Islands,2002-12-10
Jennifer Salinas,Fiji,1954-07-09
Amber Daniel,Oman,1980-06-04
Noah Frazier,Argentina,2003-01-08
Danny Scott,Niue,1958-03-02
Hannah Soto,Austria,1974-07-21
Kenneth Cameron,Slovenia,1995-08-16
Heather Stone,Albania,2005-10-01
Steve Johnson,French Guiana,1991-10-23
Ian Hanson,Hungary,1982-01-06
Nicholas Nichols,Kazakhstan,1972-08-11
Albert Holder,Micronesia,1984-10-19
Douglas Coleman,Germany,1977-07-06
Vincent Moreno,Qatar,1978-12-12
Bob Huerta,Bouvet Island (Bouvetoya),1963-01-20
Rebecca Cruz,Christmas Island,1990-02-11
Justin Wilson,Mongolia,1971-06-30
David Morgan,Angola,1977-04-14
Sarah Parsons,Equatorial Guinea,1957-10-12
Donald Avery,Liberia,1999-06-02
Mary Humphrey,Svalbard & Jan Mayen Islands,1994-11-01
Lori Vazquez,Uganda,1966-02-17
Mercedes Martinez,Kuwait,1975-04-25
Jack Richmond,Bolivia,1975-11-30
Eduardo James,Italy,1968-12-31
Maria Lawson,Senegal,1963-07-20
Angela Beck,Denmark,1963-10-29
Andrea Miller,South Georgia and the South Sandwich Islands,1996-02-25
Mackenzie Nelson,Samoa,1990-03-14
Johnny Joseph,Svalbard & Jan Mayen Islands,1991-08-26
Judith Love,Morocco,1958-11-26
Suzanne Evans,Marshall Islands,2002-03-18
Elizabeth Small,Morocco,1989-01-06
Samuel Shields,Equatorial Guinea,2001-07-20
Wesley Carpenter,Norway,1993-09-10
Sarah Gordon,Monaco,1954-12-23
Nicole Mendoza,Papua New Guinea,1987-11-09
Jennifer Scott,Montserrat,1978-12-02
Joseph Morris,Falkland Islands (Malvinas),1999-05-27
Justin Wyatt,Korea,1960-07-04
Joshua Griffin,Kenya,1977-01-27
Jeffery Clements,Sao Tome and Principe,1957-01-18
Leah Guzman,Uganda,1973-05-05
David Peterson,Palestinian Territory,1988-05-21
Jerome Hancock,Luxembourg,1998-10-26
Kiara Kelly,Sao Tome and Principe,1999-06-13
Bruce Fuller,Tanzania,1988-08-06
Christy Vance,Nauru,1988-07-27
Jennifer Williams,Gabon,1999-05-13
Karen Olson,Sweden,2006-09-16
Henry Cole,Tanzania,1978-10-25
Brandy Diaz,Zambia,1993-10-01
Heather Estes,Equatorial Guinea,1986-09-30
Ronald Oliver,Nigeria,2000-07-18
Robert Anderson,Iceland,2006-08-28
David Knox,Vietnam,1993-07-25
George Rogers,Paraguay,1988-09-11
Roy Mullins,Ireland,1965-03-02
Melissa Mata,Afghanistan,1991-07-25
Mrs. Krystal Peterson,Cuba,1995-05-14
Caitlyn Mcfarland,Latvia,1960-12-08
Melissa Thomas,Iceland,1984-04-24
Shirley Jimenez,Yemen,1992-01-12
Denise Mays,Cayman Islands,1992-12-25
Jessica Powell,Dominica,1975-09-22
Leonard Johnson,North Macedonia,1963-12-10
Michael Torres,Mauritius,1963-02-24
Lindsay Colon,France,1964-06-04
Anthony Olson,Switzerland,1975-02-09
Henry Mendoza,Trinidad and Tobago,1995-05-26
Dawn Ramirez,Botswana,1976-04-09
Zachary Willis,Iceland,1964-03-28
Lauren Smith,Taiwan,1990-05-26
Grace Thompson,Argentina,1959-04-06
Hannah Austin,Marshall Islands,1957-04-17
Brenda Brown,Paraguay,1956-06-14
Christina Webster,San Marino,1970-04-29
Alicia Clark,Sierra Leone,1979-06-20
Ronald Reynolds,Tokelau,1991-12-18
Diana Campbell,Micronesia,1954-03-18
Megan Fowler,United States of America,1986-05-19
Matthew Thompson,Tanzania,1969-12-08
Amanda Jones,Botswana,1982-10-03
Wendy Bullock,Estonia,1977-01-16
Gregory Madden,Palau,1961-09-12
Samantha Hart,United Kingdom,1993-09-21
Jacob Crane,Jersey,1990-01-17
Dawn Robinson,Yemen,2003-02-24
Kristin Clark,Liberia,1972-12-10
Nichole Bright,Turks and Caicos Islands,1962-06-09
Janice Wells,Lesotho,1966-10-19
Lori Nguyen,Saint Pierre and Miquelon,1966-12-03
Monique Sawyer,Lebanon,1995-11-24
Angela Gibson,Costa Rica,1997-02-24
Hunter Rush,Greenland,1972-09-09
Jeremy Obrien,Fiji,1999-09-09
Elizabeth Schroeder,Malawi,1967-01-19
James Grant,Kyrgyz Republic,1994-05-30
Dr. Nicholas Hobbs,Malta,1984-03-09
Kristopher Solis,Timor-Leste,1981-12-01
Christopher Freeman,Equatorial Guinea,1980-05-24
Tamara Miller,French Polynesia,1954-12-18
Shane Mueller,Nepal,1973-12-30
Rebecca Edwards,Syrian Arab Republic,1993-09-21
Evan Robinson,Papua New Guinea,1981-03-28
Dustin Baker,Romania,2001-06-27
Brian Jones,Nepal,1995-02-11
Richard Wright,Azerbaijan,2006-05-24
Jacob Rice,Bolivia,1969-06-09
Robert Stewart,Belgium,1984-11-16
Steven Stanley,Antarctica (the territory South of 60 deg S),2000-10-07
Kayla Wood,Kenya,1998-09-15
Anna Robinson,Azerbaijan,1990-10-24
Michelle Benitez,Puerto Rico,1978-06-14
Anna Tapia,Guyana,1975-12-30
Jonathan Hall,Colombia,2004-01-10
Melody Cuevas,Kenya,1965-04-21
Roy Castillo,North Macedonia,1988-12-07
Stephen Smith,Panama,2000-09-16
Christopher Moore,Sweden,1996-05-08
Sarah Calhoun,Cayman Islands,2004-04-27
Debbie Mcgrath,Israel,1958-02-09
Felicia Mathis,Nauru,1976-08-09
Christopher Santos,Timor-Leste,1958-07-07
Danielle Daniels,Armenia,1998-03-29
Angela Greer,Rwanda,1999-03-29
Amanda Turner MD,Uganda,1970-09-30
Benjamin Rodriguez,Western Sahara,1971-05-23
Stephanie Mccall,Niue,1975-07-20
Brittany Sullivan,Slovakia (Slovak Republic),1964-02-09
Shannon Hogan,Saudi Arabia,1980-03-18
Mr. Anthony Murphy,United States Minor Outlying Islands,1980-08-20
Jamie Stewart,Guernsey,1954-06-12
Christopher Morales,Eritrea,1994-02-19
Shawn Alvarado,Puerto Rico,1980-07-09
Phyllis Wolf,Guadeloupe,1999-03-16
Nancy Moore,Singapore,1980-06-15
Elizabeth Grant,Solomon Islands,1959-02-27
Vincent Smith,Belarus,1984-02-02
Shari Gomez,Liechtenstein,1956-03-27
John Kelley,Thailand,2004-10-02
Deborah Gross,Bermuda,2001-10-30
Diana Taylor,Uzbekistan,1967-10-27
Jared Gibbs,Andorra,1982-02-06
Gregory Williams,Greenland,1997-06-03
Michael Barrett,Sierra Leone,2000-10-02
David Williamson,Kenya,1956-04-15
Arthur Swanson,Papua New Guinea,1980-10-08
Shane Mcintosh,Kenya,2005-09-23
Angela Valdez,Aruba,1976-10-02
Dennis Simmons,Morocco,1979-01-17
Courtney Goodman,Solomon Islands,1978-10-15
Brian Williams,El Salvador,1960-06-12
Bradley Johnson,South Africa,1980-03-16
Michael Harrell,Guernsey,1994-03-03
Patrick Gilmore,Albania,2001-08-30
Kristen White,Finland,2005-08-17
Jeffrey Moreno,Japan,2002-10-27
Mr. Jeffrey Anderson,Bermuda,1986-01-10
Ronald Tran,Djibouti,1969-11-16
Deanna Smith,North Macedonia,1985-05-18
Jack Chavez,Christmas Island,1993-07-05
Kimberly Gonzalez,Zimbabwe,1997-12-06
Diana Watts,Ukraine,1981-10-10
Carolyn Townsend,Guatemala,1985-06-09
Rhonda Watts,Niue,2000-07-22
Nicholas Ferguson,Tokelau,1982-08-08
Michael Martin,Saudi Arabia,1975-06-23
Joseph Perry,Samoa,1954-10-12
Amanda Howard,Swaziland,1988-11-22
Sarah Golden,Chile,1992-01-17
Jennifer Allen,Bahamas,1966-01-05
George Bell,Turks and Caicos Islands,1987-01-06
James Nolan,Sao Tome and Principe,1958-01-31
Brittany Armstrong,Turkey,1996-09-07
Scott Bradshaw,San Marino,1964-03-25
Amy Norman,Ecuador,2005-12-28
John Howe,Sudan,1957-03-22
Gabriel Hill,Aruba,1996-09-04
Susan Hughes MD,New Zealand,1977-04-14
Julie Harris,United Kingdom,1988-06-05
Susan Montoya,Mauritania,2002-06-29
Donna Wilson,Azerbaijan,2006-01-25
Jessica Morris,French Guiana,1981-04-26
Tracy Allen DDS,Sudan,1995-11-19
Alexander Smith,Jersey,1957-04-17
Emily Santos,Israel,1954-01-29
Melissa Lynn,Luxembourg,2001-01-18
Keith Sweeney,Ecuador,1978-12-08
Abigail Campbell,Turks and Caicos Islands,1986-05-16
Ronald Edwards,Micronesia,1997-07-18
John Martinez,Palau,1982-02-01
Samuel Coleman,Heard Island and McDonald Islands,1960-01-11
Michael Tate,Gibraltar,2002-10-30
Stephanie Wilson,Nigeria,1982-12-01
Suzanne Murphy,Liberia,1965-02-15
Patricia Weaver,Cocos (Keeling) Islands,1979-09-13
Christopher Martin,Greece,1995-07-25
Gregory Walker,American Samoa,1973-08-23
Joshua Jones,Tajikistan,1973-08-10
Colin Moore,Lao People's Democratic Republic,1958-04-13
Kristen Wells,Senegal,2005-12-18
Nathan Martinez,Tonga,1986-12-29
Sherry Reid,Benin,1981-03-11
Brandon Roberts,Brunei Darussalam,1955-03-07
Samantha Vasquez,Norfolk Island,2003-01-13
Nancy Brooks,Greenland,1976-09-06
Sara Robinson,Sierra Leone,1962-03-04
Mario Mueller,Hong Kong,1983-10-13
Lauren West,Malawi,1978-09-05
Amanda Walls,Peru,1973-08-07
Lindsey Bennett,Austria,1973-06-16
Robert Gonzales,Canada,1969-12-30
Barbara Woods,New Zealand,1998-10-23
Breanna Edwards,Suriname,1957-09-10
Jeffrey Lane,Trinidad and Tobago,1964-01-24
Walter Bell,Puerto Rico,1964-05-05
Stephanie Novak,Puerto Rico,2005-05-14
Diana Farley,Micronesia,1994-04-28
Paul Silva,Botswana,2002-07-25
David Delgado,Botswana,1982-04-26
Lauren Rich,Slovakia (Slovak Republic),1966-02-08
Olivia Anderson,Algeria,1968-11-29
Christine Hess,Puerto Rico,1981-06-21
Cynthia Stanley,Hungary,1954-03-23
Alexander Barber,Palestinian Territory,1962-02-23
Aaron Osborne,Ecuador,1995-01-27
Jessica Gray,Malaysia,1970-01-29
Jonathan Hernandez,Armenia,1993-02-18
John Hunter,Italy,2004-06-25
Jonathan Kelly,Libyan Arab Jamahiriya,1964-04-07
Justin Fox,Cameroon,1964-09-03
Amanda Stevens,Bermuda,1986-04-09
Kimberly Phillips DDS,Norfolk Island,1990-06-11
Joseph Nielsen,Burundi,1959-07-16
Mary Walter,Palau,1997-12-20
Cole Stevens,Vietnam,2006-03-23
Matthew Jones,Jamaica,1982-11-12
Alexandra Gray,Turks and Caicos Islands,2001-08-22
Kathy Odonnell,Bahrain,2000-05-24
Kevin Collins,Tonga,1962-09-02
Michael Bennett,Macao,2003-03-29
Ricardo Byrd,Nepal,1961-02-13
Ashlee Carr,Solomon Islands,1978-03-12
Alejandra Martinez,Moldova,1957-04-23
Justin Smith,Mayotte,2002-06-16
Nicholas Scott,Marshall Islands,2006-04-09
Amanda Wilkins,Yemen,1968-05-30
Danielle Scott,United Arab Emirates,1996-03-11
Tabitha Ellis,Saint Pierre and Miquelon,1987-08-19
Clayton Robinson,Paraguay,2006-10-15
Jennifer Henderson,Saint Lucia,1976-01-02
Thomas Obrien,Morocco,1979-04-07
Courtney Johnson,Luxembourg,1992-06-03
Michael Wallace,China,2002-11-22
Felicia Weeks,Dominican Republic,1977-04-07
Nicholas Baxter,Marshall Islands,1980-04-28
Steven Cook,Zimbabwe,1970-12-21
Mallory Young,Saint Martin,1977-04-22
Diane Jackson,British Indian Ocean Territory (Chagos Archipelago),1998-07-26
Jasmine Taylor,Liberia,1985-07-02
Nathan Sanchez,Syrian Arab Republic,1959-11-26
Caitlin Perez,Sri Lanka,1956-01-29
Lisa Ortiz,Burkina Faso,1955-09-15
Adrian Lozano,Mali,1968-07-17
Dawn Smith,Brazil,1971-08-10
Jared Hughes,Brazil,1985-10-20
Kayla Stewart,Japan,1972-03-08
Steven Beck,French Southern Territories,1961-12-10
Richard Morales,China,1986-05-06
Amy Ford,Burkina Faso,2006-02-02
Luis Williams,Papua New Guinea,1955-04-03
Raymond Garcia,Maldives,1962-09-06
Tanya Hawkins,Paraguay,1982-07-01
David Taylor,Cook Islands,1998-03-24
Lisa Myers,Cape Verde,1972-12-28
Jenny Mason,Italy,1963-11-27
Jeffrey Miller,Denmark,1973-02-09
Derrick Spencer,Monaco,2002-06-12
Matthew Miller,Gambia,1998-02-16
Jennifer Castillo,Niue,1973-05-21
Amanda Blair,Canada,1997-07-27
Dustin Myers,Sweden,1955-12-09
Angela Jacobs,Argentina,1984-01-14
Abigail Harper,Jersey,1974-10-18
Leslie Morris,Guadeloupe,2003-12-23
Danielle Brown,Lebanon,2000-12-01
Sarah Anderson,Saint Pierre and Miquelon,2000-01-28
Shannon Curtis,Cayman Islands,1996-08-22
Matthew White,Rwanda,1960-12-04
Krista Hunter,Uganda,1978-04-09
Christina Porter,Congo,1962-05-17
James Nicholson,United Arab Emirates,1975-03-15
Amber West,Niue,1982-03-20
Nicole Jones,British Indian Ocean Territory (Chagos Archipelago),1997-02-19
Michael King,Northern Mariana Islands,1961-10-16
Alex Nelson,Cameroon,2005-11-18
Susan Scott MD,Morocco,1988-04-07
Jennifer Taylor,Jersey,1989-09-18
Amy Flores,Congo,1969-01-31
Megan Baker,Belgium,2006-10-17
Jordan Haynes,Turkey,1972-09-06
Vickie Finley,Mauritania,1992-03-25
Kyle Mccullough,Lithuania,2002-12-06
Nancy Brown,Saint Kitts and Nevis,1957-09-15
Frank Rivers,Marshall Islands,1993-02-09
Carmen Perez,Sri Lanka,1999-09-16
Todd Chandler,Angola,2002-04-03
Vincent Anderson,Lithuania,1978-04-13
Mason Mitchell,Denmark,1995-02-14
Leslie Parker,Philippines,1978-03-16
Thomas Porter,Norway,1992-10-10
Amy Osborn,Ukraine,1979-01-18
Dennis Fields,India,1992-02-19
Karen Cobb,Somalia,1993-02-28
Mary Phillips,Mongolia,1996-02-24
Mark Sparks,Trinidad and Tobago,1957-12-15
Kenneth Hansen,French Guiana,2006-03-05
Carmen Hudson,Bahrain,1974-02-09
Bryan Shaw,Jamaica,1972-11-06
Larry Montes,Australia,2005-04-15
Catherine Black,Barbados,1954-02-07
Julie Berry,Benin,1973-03-06
Kendra Green,Estonia,1989-12-21
James Ali,Pakistan,1961-10-27
Donna Ellison,Falkland Islands (Malvinas),1956-12-20
Melissa Palmer,Angola,1975-12-22
Andrea Gross,Nauru,1971-06-08
Cynthia Fitzpatrick,Mauritius,1993-09-25
Debra Nguyen,Angola,1993-05-10
Michael Wall,Cape Verde,1981-09-24
Brian Jones,India,1970-05-13
William Dixon,Ghana,1967-07-31
Vanessa Wagner,Cuba,1994-09-02
Joy Freeman,Heard Island and McDonald Islands,1999-05-13
Marc Arroyo,Saint Helena,1955-01-25
Carlos Barnett,Colombia,1977-07-12
David Douglas,Serbia,2000-07-05
Jeffery Chavez,Afghanistan,2004-10-08
Joseph Scott MD,Liberia,1981-03-21
Dr. Margaret Alexander DVM,Luxembourg,1980-03-23
Michael Pearson,Niger,1985-03-22
Ruben Price,Sri Lanka,1959-10-11
Heidi Adams,Tonga,1989-12-27
Megan Holden,United States Virgin Islands,1973-03-18
Stefanie Hernandez,Chad,1975-03-13
Larry Garcia,Spain,2002-08-29
Larry Ray,Chad,1979-07-16
Samuel Daniels,Saint Vincent and the Grenadines,2006-09-07
Heather Rivera,Czech Republic,1964-03-29
William Griffin,Wallis and Futuna,1995-01-13
Maurice Davidson,Svalbard & Jan Mayen Islands,1980-04-01
Sheryl Jensen,Jamaica,1993-09-23
Jamie Mccoy,Cambodia,1959-12-22
Alex Williams,Luxembourg,1982-01-04
Leslie Hart,Tuvalu,1997-04-12
Suzanne Oneill,Kyrgyz Republic,1956-12-30
Bryan Martinez,Greece,1966-01-21
Amy Banks,Italy,1964-04-02
April Mccullough,Tuvalu,1980-04-17
Victoria Clark,Saint Lucia,1983-06-29
Susan Sutton,Russian Federation,2000-03-03
Donna Kirby,Hungary,1995-01-25
Thomas Rhodes,Lebanon,1970-10-28
Paul Bailey,Paraguay,1967-10-18
Kimberly Anderson,Palestinian Territory,1955-05-27
Lance Quinn,Georgia,1999-08-25
Matthew Adams,Slovenia,1996-05-15
Kristy Keller,Germany,2005-05-15
Valerie Hines,Hungary,1963-04-30
Dale Ramirez,Morocco,2004-03-30
Brenda Snyder,Wallis and Futuna,1989-03-30
Joanna Mclean,Papua New Guinea,1987-09-22
Abigail Wallace,Gibraltar,1989-09-22
Brittney Davis,United States of America,1960-04-17
Corey Delgado,Jordan,1978-01-05
Karen Riley MD,Switzerland,1993-04-29
Trevor Jones,Ireland,1996-09-22
Melissa Hogan,Bermuda,1992-03-01
Devin Nelson,Afghanistan,1994-10-01
Cody Valdez,Guam,1978-01-18
Julia Barnes,Norway,1998-11-05
Jennifer Reese,Turkmenistan,1964-03-19
Marvin Castillo,Gabon,1958-06-10
Aaron Stone,Nicaragua,1955-02-14
Molly Allen,Austria,1986-06-11
Shane Hodges,Colombia,1960-03-23
Mallory Shields,Taiwan,1959-03-09
Roy Robinson,Taiwan,2001-07-27
Russell Smith,Costa Rica,1995-02-20
Carmen Carlson,Zambia,1980-01-07
Madison Collier,Canada,1984-09-07
Kenneth Banks,Bouvet Island (Bouvetoya),1972-08-23
Brian Kirby,Jersey,1975-02-09
Anthony Hamilton,Trinidad and Tobago,1978-05-15
Anthony Wilson,Kuwait,1988-10-28
Sarah Harrison,New Caledonia,1976-11-02
Kristopher Irwin,Isle of Man,1977-06-30
Lisa Nunez,Mexico,1978-06-14
Samantha Roy,Canada,1986-01-29
Colleen Palmer,Sao Tome and Principe,1979-12-26
Michelle Chavez,Mongolia,1982-08-02
Brittany Strickland,Korea,1972-06-18
Joseph Myers,Poland,1976-11-03
William Knapp,Colombia,2003-10-07
Shane Landry,Montenegro,1991-10-19
Frederick Freeman,Grenada,1985-04-20
Brian Gamble,Timor-Leste,1994-05-07
Janice Hodge,Saint Lucia,1988-11-16
Garrett Griffin,Saint Martin,1981-09-01
Albert Moore,Martinique,1963-09-07
Ronnie Parker,New Caledonia,1988-01-24
Roberta Wilson,Dominican Republic,1977-10-29
Gabriel Bradley,Paraguay,1987-12-03
Rachel Guerrero,Holy See (Vatican City State),2002-01-16
David Lucero,Belize,1996-03-18
Matthew Carr,Haiti,1959-08-21
Michelle James,Mozambique,1996-08-01
Steven Wheeler,Gabon,1976-11-30
Kyle Brown,Guatemala,1990-03-05
Erin Jacobs,Czech Republic,1986-09-01
Kathleen Cunningham,Bermuda,2006-12-28
Vanessa Dean,Poland,1962-07-08
Kimberly Brown,Nigeria,1980-07-15
Tina Williams MD,Uzbekistan,1981-09-16
Sandra Parker,Belgium,1976-09-27
Shelby Price,Bosnia and Herzegovina,1979-04-14
Christian Lynch,Central African Republic,2005-06-09
Sean Williams,Antarctica (the territory South of 60 deg S),1972-02-24
Veronica Spencer,Fiji,2006-12-14
Marcus Castillo,Rwanda,1990-04-09
Erica Washington,Finland,2006-12-05
Anthony Miller,Bahrain,1993-07-27
Jennifer West,Namibia,1983-08-09
Raymond Parks,New Zealand,1970-02-08
Jennifer Brewer,Bolivia,1986-05-04
Sarah Shields,Venezuela,1965-03-28
Angela Armstrong MD,Burkina Faso,1999-08-20
Crystal Baker,Nigeria,1998-04-08
Mrs. Nicole Terry,Lebanon,1956-12-01
Eric Shelton,Jamaica,1980-11-01
Matthew Ward,Heard Island and McDonald Islands,1967-12-30
Dawn French,Bermuda,1966-10-14
Autumn Edwards,Togo,1971-12-20
Donald Garcia,Heard Island and McDonald Islands,2000-02-15
Marcus Farmer,Guyana,2006-02-02
Danielle Bullock,Costa Rica,1978-12-12
Peter Lynch,Ecuador,1960-03-25
Christopher Flores,Pitcairn Islands,2005-12-25
Donald King,Cameroon,1959-02-05
